Scheduling code,Purpose,Subject,Level,Topic,Tutor,Centre,Classroom,Capacity,Date (text),Start Time,Date,Timeslot (+3hr),Video Guides,Address,Subject1,Subject2,Level1,CC Type,Form Question,ConfirmationMsg Template,Form Entry,[Waitlist] Form Entry,,Duplicate class,Remarks,No. Regular S,No. Signups,No. Waitlist Signups,Total Signups,No. Confirmed,Total Signups | Confirmed | Capacity | Waitlist,Confirmed Capacity%,Actual Confirmed,Attendance,Conversion,Form Controls,Form Option to Display
JC - JunCC<>Biology<>JC1<>DNA Structure & Replication<>Melvin<>Bukit Panjang<>BP-1 (JC)<>24<>29 May (Thu)<>5:00 PM,JC - JunCC,Biology,JC1,DNA Structure & Replication,Melvin,Bukit Panjang,BP-1 (JC),24,29 May (Thu),5:00:00 PM,5/29/2025,05:00PM - 08:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,BIO,BIO,J1,CC Type,Biology,Biology - Bukit Panjang - 29 May (Thu) 5PM,[JC1 Biology] DNA Structure & Replication - 29 May (Thu) | 05:00PM - 08:00PM | Bukit Panjang,[Waitlist] [JC1 Biology] DNA Structure & Replication - 29 May (Thu) | 05:00PM - 08:00PM | Bukit Panjang,,0,,,0,0,0,0,0 | 0 | 24 | 0,0.00%,0,0,,Default,[JC1 Biology] DNA Structure & Replication - 29 May (Thu) | 05:00PM - 08:00PM | Bukit Panjang
JC - JunCC<>Biology<>JC1<>Eukaryotic Gene Expression<>Melvin<>Bukit Panjang<>BP-1 (JC)<>24<>18 Jun (Wed)<>10:00 AM,JC - JunCC,Biology,JC1,Eukaryotic Gene Expression,Melvin,Bukit Panjang,BP-1 (JC),24,18 Jun (Wed),10:00:00 AM,6/18/2025,10:00AM - 01:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,BIO,BIO,J1,CC Type,Biology,Biology - Bukit Panjang - 18 Jun (Wed) 10AM,[JC1 Biology] Eukaryotic Gene Expression - 18 Jun (Wed) | 10:00AM - 01:00PM | Bukit Panjang,[Waitlist] [JC1 Biology] Eukaryotic Gene Expression - 18 Jun (Wed) | 10:00AM - 01:00PM | Bukit Panjang,,0,,,1,0,1,1,1 | 1 | 24 | 0,4.17%,1,0,,Default,[JC1 Biology] Eukaryotic Gene Expression - 18 Jun (Wed) | 10:00AM - 01:00PM | Bukit Panjang
JC - JunCC<>Biology<>JC1<>Eukaryotic Gene Expression<>Phoebe<>Paya Lebar<>KINEX-2<>30<>18 Jun (Wed)<>10:00 AM,JC - JunCC,Biology,JC1,Eukaryotic Gene Expression,Phoebe,Paya Lebar,KINEX-2,30,18 Jun (Wed),10:00:00 AM,6/18/2025,10:00AM - 01:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,BIO,BIO,J1,CC Type,Biology,Biology - Paya Lebar - 18 Jun (Wed) 10AM,[JC1 Biology] Eukaryotic Gene Expression - 18 Jun (Wed) | 10:00AM - 01:00PM | Paya Lebar,[Waitlist] [JC1 Biology] Eukaryotic Gene Expression - 18 Jun (Wed) | 10:00AM - 01:00PM | Paya Lebar,,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Biology] Eukaryotic Gene Expression - 18 Jun (Wed) | 10:00AM - 01:00PM | Paya Lebar
JC - JunCC<>Biology<>JC1<>Eukaryotic Gene Expression<>Josh<>Tan Kah Kee<>TKK-3<>19<>19 Jun (Thu)<>10:00 AM,JC - JunCC,Biology,JC1,Eukaryotic Gene Expression,Josh,Tan Kah Kee,TKK-3,19,19 Jun (Thu),10:00:00 AM,6/19/2025,10:00AM - 01:00PM,bit.ly/zenithTKK,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",BIO,BIO,J1,CC Type,Biology,Biology - Tan Kah Kee - 19 Jun (Thu) 10AM,[JC1 Biology] Eukaryotic Gene Expression - 19 Jun (Thu) | 10:00AM - 01:00PM | Tan Kah Kee,[Waitlist] [JC1 Biology] Eukaryotic Gene Expression - 19 Jun (Thu) | 10:00AM - 01:00PM | Tan Kah Kee,,0,,,1,0,1,1,1 | 1 | 19 | 0,5.26%,1,0,,Default,[JC1 Biology] Eukaryotic Gene Expression - 19 Jun (Thu) | 10:00AM - 01:00PM | Tan Kah Kee
JC - JunCC<>Biology<>JC1<>Eukaryotic Gene Expression<>Phoebe<>Potong Pasir<>PP-4 (L2)<>36<>19 Jun (Thu)<>1:30 PM,JC - JunCC,Biology,JC1,Eukaryotic Gene Expression,Phoebe,Potong Pasir,PP-4 (L2),36,19 Jun (Thu),1:30:00 PM,6/19/2025,01:30PM - 04:30PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,BIO,BIO,J1,CC Type,Biology,Biology - Potong Pasir - 19 Jun (Thu) 1PM,[JC1 Biology] Eukaryotic Gene Expression - 19 Jun (Thu) | 01:30PM - 04:30PM | Potong Pasir,[Waitlist] [JC1 Biology] Eukaryotic Gene Expression - 19 Jun (Thu) | 01:30PM - 04:30PM | Potong Pasir,,0,,,1,0,1,1,1 | 1 | 36 | 0,2.78%,1,0,,Default,[JC1 Biology] Eukaryotic Gene Expression - 19 Jun (Thu) | 01:30PM - 04:30PM | Potong Pasir
JC - JunCC<>Biology<>JC1<>Eukaryotic Gene Expression<>Derek<>Marymount<>MM-1<>28<>20 Jun (Fri)<>1:30 PM,JC - JunCC,Biology,JC1,Eukaryotic Gene Expression,Derek,Marymount,MM-1,28,20 Jun (Fri),1:30:00 PM,6/20/2025,01:30PM - 04:30PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,BIO,BIO,J1,CC Type,Biology,Biology - Marymount - 20 Jun (Fri) 1PM,[JC1 Biology] Eukaryotic Gene Expression - 20 Jun (Fri) | 01:30PM - 04:30PM | Marymount,[Waitlist] [JC1 Biology] Eukaryotic Gene Expression - 20 Jun (Fri) | 01:30PM - 04:30PM | Marymount,,0,,,0,0,0,0,0 | 0 | 28 | 0,0.00%,0,0,,Default,[JC1 Biology] Eukaryotic Gene Expression - 20 Jun (Fri) | 01:30PM - 04:30PM | Marymount
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Ding Jiang<>Buona Vista<>BV-LT<>70<>27 May (Tue)<>5:00 PM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Ding Jiang,Buona Vista,BV-LT,70,27 May (Tue),5:00:00 PM,5/27/2025,05:00PM - 08:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Buona Vista - 27 May (Tue) 5PM,[JC1 Chemistry] Chemical Bonding - 27 May (Tue) | 05:00PM - 08:00PM | Buona Vista,[Waitlist] [JC1 Chemistry] Chemical Bonding - 27 May (Tue) | 05:00PM - 08:00PM | Buona Vista,,0,,,3,0,3,3,3 | 3 | 70 | 0,4.29%,3,0,,Default,[JC1 Chemistry] Chemical Bonding - 27 May (Tue) | 05:00PM - 08:00PM | Buona Vista
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Dr. Liu<>Paya Lebar<>KINEX-4<>30<>28 May (Wed)<>5:00 PM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Dr. Liu,Paya Lebar,KINEX-4,30,28 May (Wed),5:00:00 PM,5/28/2025,05:00PM - 08:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Paya Lebar - 28 May (Wed) 5PM,[JC1 Chemistry] Chemical Bonding - 28 May (Wed) | 05:00PM - 08:00PM | Paya Lebar,[Waitlist] [JC1 Chemistry] Chemical Bonding - 28 May (Wed) | 05:00PM - 08:00PM | Paya Lebar,,0,,,3,0,3,3,3 | 3 | 30 | 0,10.00%,3,0,,Default,[JC1 Chemistry] Chemical Bonding - 28 May (Wed) | 05:00PM - 08:00PM | Paya Lebar
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Zoey<>Tampines<>TP-1<>28<>29 May (Thu)<>5:00 PM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Zoey,Tampines,TP-1,28,29 May (Thu),5:00:00 PM,5/29/2025,05:00PM - 08:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Tampines - 29 May (Thu) 5PM,[JC1 Chemistry] Chemical Bonding - 29 May (Thu) | 05:00PM - 08:00PM | Tampines,[Waitlist] [JC1 Chemistry] Chemical Bonding - 29 May (Thu) | 05:00PM - 08:00PM | Tampines,,0,,,7,0,7,7,7 | 7 | 28 | 0,25.00%,7,0,,Default,[JC1 Chemistry] Chemical Bonding - 29 May (Thu) | 05:00PM - 08:00PM | Tampines
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Tan Jia Yi<>Marymount<>MM-3<>18<>30 May (Fri)<>5:00 PM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Tan Jia Yi,Marymount,MM-3,18,30 May (Fri),5:00:00 PM,5/30/2025,05:00PM - 08:00PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Marymount - 30 May (Fri) 5PM,[JC1 Chemistry] Chemical Bonding - 30 May (Fri) | 05:00PM - 08:00PM | Marymount,[Waitlist] [JC1 Chemistry] Chemical Bonding - 30 May (Fri) | 05:00PM - 08:00PM | Marymount,,0,,,1,0,1,1,1 | 1 | 18 | 0,5.56%,1,0,,Default,[JC1 Chemistry] Chemical Bonding - 30 May (Fri) | 05:00PM - 08:00PM | Marymount
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Tan Jia Yi<>Bukit Panjang<>BP-1 (JC)<>24<>31 May (Sat)<>10:00 AM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Tan Jia Yi,Bukit Panjang,BP-1 (JC),24,31 May (Sat),10:00:00 AM,5/31/2025,10:00AM - 01:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Bukit Panjang - 31 May (Sat) 10AM,[JC1 Chemistry] Chemical Bonding - 31 May (Sat) | 10:00AM - 01:00PM | Bukit Panjang,[Waitlist] [JC1 Chemistry] Chemical Bonding - 31 May (Sat) | 10:00AM - 01:00PM | Bukit Panjang,,0,,,0,0,0,0,0 | 0 | 24 | 0,0.00%,0,0,,Default,[JC1 Chemistry] Chemical Bonding - 31 May (Sat) | 10:00AM - 01:00PM | Bukit Panjang
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Tan Jia Yi<>Marymount<>MM-1<>28<>2 Jun (Mon)<>10:00 AM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Tan Jia Yi,Marymount,MM-1,28,2 Jun (Mon),10:00:00 AM,6/2/2025,10:00AM - 01:00PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Marymount - 2 Jun (Mon) 10AM,[JC1 Chemistry] Chemical Bonding - 2 Jun (Mon) | 10:00AM - 01:00PM | Marymount,[Waitlist] [JC1 Chemistry] Chemical Bonding - 2 Jun (Mon) | 10:00AM - 01:00PM | Marymount,,0,,,0,0,0,0,0 | 0 | 28 | 0,0.00%,0,0,,Default,[JC1 Chemistry] Chemical Bonding - 2 Jun (Mon) | 10:00AM - 01:00PM | Marymount
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Shi Neng<>Potong Pasir<>PP-7<>16<>2 Jun (Mon)<>10:00 AM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Shi Neng,Potong Pasir,PP-7,16,2 Jun (Mon),10:00:00 AM,6/2/2025,10:00AM - 01:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Potong Pasir - 2 Jun (Mon) 10AM,[JC1 Chemistry] Chemical Bonding - 2 Jun (Mon) | 10:00AM - 01:00PM | Potong Pasir,[Waitlist] [JC1 Chemistry] Chemical Bonding - 2 Jun (Mon) | 10:00AM - 01:00PM | Potong Pasir,,0,,,5,0,5,5,5 | 5 | 16 | 0,31.25%,5,0,,Default,[JC1 Chemistry] Chemical Bonding - 2 Jun (Mon) | 10:00AM - 01:00PM | Potong Pasir
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Dr. Liu<>Bishan<>BS-5 ()<>18<>3 Jun (Tue)<>10:00 AM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Dr. Liu,Bishan,BS-5 (),18,3 Jun (Tue),10:00:00 AM,6/3/2025,10:00AM - 01:00PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Bishan - 3 Jun (Tue) 10AM,[JC1 Chemistry] Chemical Bonding - 3 Jun (Tue) | 10:00AM - 01:00PM | Bishan,[Waitlist] [JC1 Chemistry] Chemical Bonding - 3 Jun (Tue) | 10:00AM - 01:00PM | Bishan,,0,,,0,0,0,0,0 | 0 | 18 | 0,0.00%,0,0,,Default,[JC1 Chemistry] Chemical Bonding - 3 Jun (Tue) | 10:00AM - 01:00PM | Bishan
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Ding Jiang<>Bukit Panjang<>BP-1 (JC)<>24<>3 Jun (Tue)<>10:00 AM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Ding Jiang,Bukit Panjang,BP-1 (JC),24,3 Jun (Tue),10:00:00 AM,6/3/2025,10:00AM - 01:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Bukit Panjang - 3 Jun (Tue) 10AM,[JC1 Chemistry] Chemical Bonding - 3 Jun (Tue) | 10:00AM - 01:00PM | Bukit Panjang,[Waitlist] [JC1 Chemistry] Chemical Bonding - 3 Jun (Tue) | 10:00AM - 01:00PM | Bukit Panjang,,0,,,0,0,0,0,0 | 0 | 24 | 0,0.00%,0,0,,Default,[JC1 Chemistry] Chemical Bonding - 3 Jun (Tue) | 10:00AM - 01:00PM | Bukit Panjang
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Zoey<>Tampines<>TP-1<>28<>3 Jun (Tue)<>1:30 PM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Zoey,Tampines,TP-1,28,3 Jun (Tue),1:30:00 PM,6/3/2025,01:30PM - 04:30PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Tampines - 3 Jun (Tue) 1PM,[JC1 Chemistry] Chemical Bonding - 3 Jun (Tue) | 01:30PM - 04:30PM | Tampines,[Waitlist] [JC1 Chemistry] Chemical Bonding - 3 Jun (Tue) | 01:30PM - 04:30PM | Tampines,,0,,,2,0,2,2,2 | 2 | 28 | 0,7.14%,2,0,,Default,[JC1 Chemistry] Chemical Bonding - 3 Jun (Tue) | 01:30PM - 04:30PM | Tampines
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Kelly<>Jurong East (CPF Building)<>JE-1<>30<>4 Jun (Wed)<>1:30 PM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Kelly,Jurong East (CPF Building),JE-1,30,4 Jun (Wed),1:30:00 PM,6/4/2025,01:30PM - 04:30PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Jurong East (CPF Building) - 4 Jun (Wed) 1PM,[JC1 Chemistry] Chemical Bonding - 4 Jun (Wed) | 01:30PM - 04:30PM | Jurong East (CPF Building),[Waitlist] [JC1 Chemistry] Chemical Bonding - 4 Jun (Wed) | 01:30PM - 04:30PM | Jurong East (CPF Building),,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Chemistry] Chemical Bonding - 4 Jun (Wed) | 01:30PM - 04:30PM | Jurong East (CPF Building)
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Xavier Tan<>Tan Kah Kee<>TKK-2<>30<>4 Jun (Wed)<>1:30 PM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Xavier Tan,Tan Kah Kee,TKK-2,30,4 Jun (Wed),1:30:00 PM,6/4/2025,01:30PM - 04:30PM,bit.ly/zenithTKK,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Tan Kah Kee - 4 Jun (Wed) 1PM,[JC1 Chemistry] Chemical Bonding - 4 Jun (Wed) | 01:30PM - 04:30PM | Tan Kah Kee,[Waitlist] [JC1 Chemistry] Chemical Bonding - 4 Jun (Wed) | 01:30PM - 04:30PM | Tan Kah Kee,,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Chemistry] Chemical Bonding - 4 Jun (Wed) | 01:30PM - 04:30PM | Tan Kah Kee
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Dr. Liu<>Bishan<>BS-3 (Pri)<>15<>5 Jun (Thu)<>10:00 AM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Dr. Liu,Bishan,BS-3 (Pri),15,5 Jun (Thu),10:00:00 AM,6/5/2025,10:00AM - 01:00PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Bishan - 5 Jun (Thu) 10AM,[JC1 Chemistry] Chemical Bonding - 5 Jun (Thu) | 10:00AM - 01:00PM | Bishan,[Waitlist] [JC1 Chemistry] Chemical Bonding - 5 Jun (Thu) | 10:00AM - 01:00PM | Bishan,,0,,,5,0,5,2,5 | 2 | 15 | 0,13.33%,2,0,,Default,[JC1 Chemistry] Chemical Bonding - 5 Jun (Thu) | 10:00AM - 01:00PM | Bishan
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Kelly<>Jurong East (CPF Building)<>JE-2<>25<>5 Jun (Thu)<>10:00 AM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Kelly,Jurong East (CPF Building),JE-2,25,5 Jun (Thu),10:00:00 AM,6/5/2025,10:00AM - 01:00PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Jurong East (CPF Building) - 5 Jun (Thu) 10AM,[JC1 Chemistry] Chemical Bonding - 5 Jun (Thu) | 10:00AM - 01:00PM | Jurong East (CPF Building),[Waitlist] [JC1 Chemistry] Chemical Bonding - 5 Jun (Thu) | 10:00AM - 01:00PM | Jurong East (CPF Building),,0,,,1,0,1,1,1 | 1 | 25 | 0,4.00%,1,0,,Default,[JC1 Chemistry] Chemical Bonding - 5 Jun (Thu) | 10:00AM - 01:00PM | Jurong East (CPF Building)
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Tan Jia Yi<>Marymount<>MM-1<>28<>5 Jun (Thu)<>10:00 AM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Tan Jia Yi,Marymount,MM-1,28,5 Jun (Thu),10:00:00 AM,6/5/2025,10:00AM - 01:00PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Marymount - 5 Jun (Thu) 10AM,[JC1 Chemistry] Chemical Bonding - 5 Jun (Thu) | 10:00AM - 01:00PM | Marymount,[Waitlist] [JC1 Chemistry] Chemical Bonding - 5 Jun (Thu) | 10:00AM - 01:00PM | Marymount,,0,,,0,0,0,0,0 | 0 | 28 | 0,0.00%,0,0,,Default,[JC1 Chemistry] Chemical Bonding - 5 Jun (Thu) | 10:00AM - 01:00PM | Marymount
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Zoey<>Tampines<>TP-2<>25<>5 Jun (Thu)<>10:00 AM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Zoey,Tampines,TP-2,25,5 Jun (Thu),10:00:00 AM,6/5/2025,10:00AM - 01:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Tampines - 5 Jun (Thu) 10AM,[JC1 Chemistry] Chemical Bonding - 5 Jun (Thu) | 10:00AM - 01:00PM | Tampines,[Waitlist] [JC1 Chemistry] Chemical Bonding - 5 Jun (Thu) | 10:00AM - 01:00PM | Tampines,,0,,,2,0,2,1,2 | 1 | 25 | 0,4.00%,1,0,,Default,[JC1 Chemistry] Chemical Bonding - 5 Jun (Thu) | 10:00AM - 01:00PM | Tampines
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Dr. Liu<>Paya Lebar<>KINEX-4<>30<>5 Jun (Thu)<>1:30 PM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Dr. Liu,Paya Lebar,KINEX-4,30,5 Jun (Thu),1:30:00 PM,6/5/2025,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Paya Lebar - 5 Jun (Thu) 1PM,[JC1 Chemistry] Chemical Bonding - 5 Jun (Thu) | 01:30PM - 04:30PM | Paya Lebar,[Waitlist] [JC1 Chemistry] Chemical Bonding - 5 Jun (Thu) | 01:30PM - 04:30PM | Paya Lebar,,0,,,3,0,3,1,3 | 1 | 30 | 0,3.33%,1,0,,Default,[JC1 Chemistry] Chemical Bonding - 5 Jun (Thu) | 01:30PM - 04:30PM | Paya Lebar
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Ryan Kong<>Buona Vista<>BV-1 (L3)<>30<>6 Jun (Fri)<>1:30 PM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Ryan Kong,Buona Vista,BV-1 (L3),30,6 Jun (Fri),1:30:00 PM,6/6/2025,01:30PM - 04:30PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Buona Vista - 6 Jun (Fri) 1PM,[JC1 Chemistry] Chemical Bonding - 6 Jun (Fri) | 01:30PM - 04:30PM | Buona Vista,[Waitlist] [JC1 Chemistry] Chemical Bonding - 6 Jun (Fri) | 01:30PM - 04:30PM | Buona Vista,,0,,,1,0,1,1,1 | 1 | 30 | 0,3.33%,1,0,,Default,[JC1 Chemistry] Chemical Bonding - 6 Jun (Fri) | 01:30PM - 04:30PM | Buona Vista
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Shi Neng<>Potong Pasir<>PP-4 (L2)<>36<>6 Jun (Fri)<>1:30 PM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Shi Neng,Potong Pasir,PP-4 (L2),36,6 Jun (Fri),1:30:00 PM,6/6/2025,01:30PM - 04:30PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Potong Pasir - 6 Jun (Fri) 1PM,[JC1 Chemistry] Chemical Bonding - 6 Jun (Fri) | 01:30PM - 04:30PM | Potong Pasir,[Waitlist] [JC1 Chemistry] Chemical Bonding - 6 Jun (Fri) | 01:30PM - 04:30PM | Potong Pasir,,0,,,1,0,1,1,1 | 1 | 36 | 0,2.78%,1,0,,Default,[JC1 Chemistry] Chemical Bonding - 6 Jun (Fri) | 01:30PM - 04:30PM | Potong Pasir
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Xavier Tan<>Tan Kah Kee<>TKK-2<>30<>9 Jun (Mon)<>1:30 PM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Xavier Tan,Tan Kah Kee,TKK-2,30,9 Jun (Mon),1:30:00 PM,6/9/2025,01:30PM - 04:30PM,bit.ly/zenithTKK,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Tan Kah Kee - 9 Jun (Mon) 1PM,[JC1 Chemistry] Chemical Bonding - 9 Jun (Mon) | 01:30PM - 04:30PM | Tan Kah Kee,[Waitlist] [JC1 Chemistry] Chemical Bonding - 9 Jun (Mon) | 01:30PM - 04:30PM | Tan Kah Kee,,0,,,3,0,3,3,3 | 3 | 30 | 0,10.00%,3,0,,Default,[JC1 Chemistry] Chemical Bonding - 9 Jun (Mon) | 01:30PM - 04:30PM | Tan Kah Kee
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Zoey<>Tampines<>TP-2<>25<>10 Jun (Tue)<>10:00 AM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Zoey,Tampines,TP-2,25,10 Jun (Tue),10:00:00 AM,6/10/2025,10:00AM - 01:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Tampines - 10 Jun (Tue) 10AM,[JC1 Chemistry] Chemical Bonding - 10 Jun (Tue) | 10:00AM - 01:00PM | Tampines,[Waitlist] [JC1 Chemistry] Chemical Bonding - 10 Jun (Tue) | 10:00AM - 01:00PM | Tampines,,0,,,2,0,2,2,2 | 2 | 25 | 0,8.00%,2,0,,Default,[JC1 Chemistry] Chemical Bonding - 10 Jun (Tue) | 10:00AM - 01:00PM | Tampines
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Ding Jiang<>Buona Vista<>BV-4 (L2)<>22<>10 Jun (Tue)<>1:30 PM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Ding Jiang,Buona Vista,BV-4 (L2),22,10 Jun (Tue),1:30:00 PM,6/10/2025,01:30PM - 04:30PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Buona Vista - 10 Jun (Tue) 1PM,[JC1 Chemistry] Chemical Bonding - 10 Jun (Tue) | 01:30PM - 04:30PM | Buona Vista,[Waitlist] [JC1 Chemistry] Chemical Bonding - 10 Jun (Tue) | 01:30PM - 04:30PM | Buona Vista,,0,,,0,0,0,0,0 | 0 | 22 | 0,0.00%,0,0,,Default,[JC1 Chemistry] Chemical Bonding - 10 Jun (Tue) | 01:30PM - 04:30PM | Buona Vista
JC - JunCC<>Chemistry<>JC1<>Chemical Bonding<>Kelly<>Jurong East (CPF Building)<>JE-1<>30<>10 Jun (Tue)<>1:30 PM,JC - JunCC,Chemistry,JC1,Chemical Bonding,Kelly,Jurong East (CPF Building),JE-1,30,10 Jun (Tue),1:30:00 PM,6/10/2025,01:30PM - 04:30PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Jurong East (CPF Building) - 10 Jun (Tue) 1PM,[JC1 Chemistry] Chemical Bonding - 10 Jun (Tue) | 01:30PM - 04:30PM | Jurong East (CPF Building),[Waitlist] [JC1 Chemistry] Chemical Bonding - 10 Jun (Tue) | 01:30PM - 04:30PM | Jurong East (CPF Building),,0,,,1,0,1,1,1 | 1 | 30 | 0,3.33%,1,0,,Default,[JC1 Chemistry] Chemical Bonding - 10 Jun (Tue) | 01:30PM - 04:30PM | Jurong East (CPF Building)
